user,item,rating,month_visited:january,month_visited:february,month_visited:march,month_visited:april,month_visited:may,month_visited:june,month_visited:july,month_visited:august,month_visited:september,month_visited:october,month_visited:november,month_visited:december,company:alone,company:couple,company:friends,company:family,company:business
560,148,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
560,208,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
560,218,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
560,346,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
563,207,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
563,219,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
563,236,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
563,346,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
568,249,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
568,239,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
568,414,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
568,426,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
569,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
569,230,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
569,346,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
569,414,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
578,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
578,186,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
578,218,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
578,230,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
579,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
579,208,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
579,249,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
579,422,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
580,186,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
580,210,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
580,219,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
580,422,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
588,208,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
588,219,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
588,230,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
588,414,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
594,185,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
594,186,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
594,216,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
594,257,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
597,82,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
597,234,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
597,257,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
597,276,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
643,185,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
643,204,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
643,222,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
643,242,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
646,208,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
646,230,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
646,249,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
646,346,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
674,211,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
674,216,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
674,218,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
674,257,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
748,186,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
748,191,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
748,230,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
748,236,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
758,215,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
758,218,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
758,230,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
758,414,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
759,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
759,186,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
759,215,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
759,414,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
763,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
763,228,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
763,230,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
763,249,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
819,186,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
819,214,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
819,249,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
819,414,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
831,309,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
831,309,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
831,351,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
831,257,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
860,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
860,148,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
860,208,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
860,422,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
873,219,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
873,222,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
873,236,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
873,414,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
876,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
876,216,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
876,230,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
876,422,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
895,191,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
895,216,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
895,249,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
895,414,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
916,208,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
916,216,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
916,218,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
916,219,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
930,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
930,186,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
930,222,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
930,230,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
945,204,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
945,218,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
945,259,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
945,420,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
950,217,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
950,249,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
950,346,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
950,414,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
963,191,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
963,211,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
963,216,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
963,230,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
975,216,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
975,219,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
975,230,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
975,249,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
981,216,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
981,217,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
981,414,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
981,415,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1079,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1079,148,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1079,208,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1079,230,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1095,216,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1095,230,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1095,346,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1095,414,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1102,208,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1102,219,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1102,230,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1102,414,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1115,219,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1115,249,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1115,255,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1115,414,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1131,186,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1131,236,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1131,407,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1131,428,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1163,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1163,191,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1163,208,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1163,211,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1184,208,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1184,236,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1184,272,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1184,346,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1190,218,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1190,230,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1190,346,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1190,414,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1199,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1199,249,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1199,346,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1199,414,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1204,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1204,208,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1204,238,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1204,422,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1216,191,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1216,211,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1216,217,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1216,221,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1246,219,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1246,236,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1246,346,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1246,414,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1273,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1273,148,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1273,186,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1273,242,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1279,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1279,219,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1279,422,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1279,426,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1307,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1307,208,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1307,230,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1307,414,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1315,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1315,208,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1315,216,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1315,218,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1326,204,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1326,208,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1326,249,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1326,414,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1335,208,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1335,211,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1335,217,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1335,422,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1339,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1339,219,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1339,230,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1339,236,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1353,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1353,216,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1353,230,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1353,346,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1355,208,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1355,239,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1355,346,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1355,414,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1365,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1365,148,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1365,230,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1365,242,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1366,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1366,191,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1366,205,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1366,236,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1379,200,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1379,205,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1379,205,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1379,232,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1393,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1393,211,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1393,346,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1393,422,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1401,208,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
